"N. parte","Envios","Bult","F. Albaran","Orig.","Dest.","Propi.","Serv.","Abonado","Tipo","Estado","Gestor","Resolución","Fecha parte","F.Resolución","Tiempo","Acción"
"PP-20-079637","038117550294 Extraviado(Criterio temporal)","1","16-12-20","03811 - MITACION","02640 - SAN AGUSTIN GUADALIX","03811 - MITACION","ECOM","C&G IT SOLUTIONS, SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","28-12-20","28-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109622"
"PP-20-079664","036043800069 Extraviado(Criterio temporal)","1","16-12-20","03604 - MALIAÑO","01801 - AZUQUECA DE HENARES","03604 - MALIAÑO","ECOM","BERSHKA BSK ESPAÑA, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","28-12-20","28-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109649"
"PP-20-079681","03900A003216 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","21-12-20","03900 - SORIA","02637 - ARANJUEZ","04321 - VALENCIA 46005","ECOM","BERSHKA BSK ESPAÑA, S.A.","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","28-12-20","28-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109666"
"PP-20-079693","030160139893 Extraviado(Criterio temporal)","1","18-12-20","03016 - GIJÓN 33207","02609 - POZUELO ALARCÓN 28223","03016 - GIJÓN 33207","ECOM","GRUPO MASSIMO DUTTI, S.A","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","28-12-20","28-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109678"
"PP-20-079707","026733575793 Extraviado(Criterio temporal)","2","15-12-20","02673 - ALCALA HENARES 28802","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","28-12-20","28-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109692"
"PP-20-079709","032090967901 Extraviado(Criterio temporal)","1","15-12-20","03209 - PAMPLONA 31011","02607 - MAJADAHONDA","03209 - PAMPLONA 31011","ECOM","X CONTROLLERS ONLINE S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","28-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109694"
"PP-20-079715","02634A004081 Pendiente: TransitoInternoEntrega, ,","1","24-12-20","02634 - COLLADO-VILLALBA","04200 - TOLEDO","02634 - COLLADO-VILLALBA","UBAG19","BOXES TOPCARS","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109700"
"PP-20-079726","02634A003066 Entregado","1","16-12-20","02634 - COLLADO-VILLALBA","02661 - RIVAS VACIAMADRID","02634 - COLLADO-VILLALBA","U19","TITAN MOTOCICLETAS, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","04-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/109711"
"PP-20-079728","040029044583 Entregado","1","14-12-20","04002 - TORTOSA","00902 - NAVALMORAL MATA","04002 - TORTOSA","ECOM","ALMACENES GASCO SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109713"
"PP-20-079732","024033137152 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","02403 - LOGROÑO 26003","04200 - TOLEDO","02403 - LOGROÑO 26003","U19","BODEGAS JAVIER SAN PEDRO SLU","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109717"
"PP-20-079734","025003258617 Entregado","1","18-12-20","02500 - LUGO","04209 - TALAVERA REINA","02500 - LUGO","UBAG19","GRUPO TECNOLOGICO LUCENSE S.L","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109719"
"PP-20-079751","00622A002078 Forzado","1","02-12-20","00622 - ESPARREGUERA","Internacional Madrid","00622 - ESPARREGUERA","DOC","HAM CRIOGENICA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109736"
"PP-20-079828","024004812008 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","02400 - AGONCILLO (WURTH)","02607 - MAJADAHONDA","02400 - AGONCILLO (WURTH)","U19E","WURTH ESPAÑA S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","04-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/109813"
"PP-20-079832","024004813198 Entregado","2","21-12-20","02400 - AGONCILLO (WURTH)","02636 - FUENLABRADA","02400 - AGONCILLO (WURTH)","U19E","WURTH ESPAÑA S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109817"
"PP-20-079833","043084961906 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","04308 - ALDAIA","01801 - AZUQUECA DE HENARES","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109818"
"PP-20-079835","043085242041 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","04308 - ALDAIA","02661 - RIVAS VACIAMADRID","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109820"
"PP-20-079842","043085241972 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","04308 - ALDAIA","02673 - ALCALA HENARES 28802","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109827"
"PP-20-079845","043085243185 Pendiente: TransitoInternoEntrega, ,","1","22-12-20","04308 - ALDAIA","00901 - PLASENCIA","04308 - ALDAIA","U19E","CECOTEC INNOVACIONES SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109830"
"PP-20-079868","026063012012 Entregado","1","24-12-20","02606 - ARGANDA","04200 - TOLEDO","02606 - ARGANDA","U19E","JOCKER AUDIO,S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109853"
"PP-20-079874","080108187595 Extraviado(Criterio temporal)","1","15-12-20","08010 - SINTRA","02665 - NAVALCARNERO","08010 - SINTRA","U19E","BINARY SUBJECT, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109859"
"PP-20-079907","00900A005172 Entregado","1","21-12-20","00900 - CACERES","01801 - AZUQUECA DE HENARES","01801 - AZUQUECA DE HENARES","U19E","CONWAY THE CONVENIENCE COMPANY S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109892"
"PP-20-079910","080108188124 Extraviado(Criterio temporal)","1","16-12-20","08010 - SINTRA","00901 - PLASENCIA","08010 - SINTRA","U19E","BINARY SUBJECT, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109895"
"PP-20-079920","038232244178 Extraviado(Criterio temporal)","1","16-12-20","03823 - SEVILLA 41013","02614 - MADRID 28043","02701 - MARBELLA","ECOM","STORE MALAGA SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109905"
"PP-20-079926","026015251327 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","24-12-20","02601 - GETAFE 28906","04202 - MADRIDEJOS","02601 - GETAFE 28906","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109911"
"PP-20-079931","024004812813 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","02400 - AGONCILLO (WURTH)","02659 - VALDEMORO","02400 - AGONCILLO (WURTH)","U19E","WURTH ESPAÑA S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109916"
"PP-20-079956","024004812285 Entregado","2","21-12-20","02400 - AGONCILLO (WURTH)","02607 - MAJADAHONDA","02400 - AGONCILLO (WURTH)","U19E","WURTH ESPAÑA S.A.","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","29-12-20","","","https://wilsonapp.tech/frontend/partes_perdida/edit/109941"
"PP-20-079957","027041221415 Extraviado(Criterio temporal)","1","14-12-20","02704 - TORRE DEL MAR","02665 - NAVALCARNERO","02704 - TORRE DEL MAR","ECOM","COMERCIAL TRES COLEGAS S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109942"
"PP-20-079960","009002996093 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","00900 - CACERES","02636 - FUENLABRADA","00900 - CACERES","U19E","QUESOS Y JAMONES MORAN C.B.","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109945"
"PP-20-079972","02614A010469 Pendiente: RecogidaFinalizada, ,","1","22-12-20","02614 - MADRID 28043","02661 - RIVAS VACIAMADRID","02661 - RIVAS VACIAMADRID","UBAG14","","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109957"
"PP-20-079981","024004811932 Pendiente: EntregaPendiente, ,","2","21-12-20","02400 - AGONCILLO (WURTH)","02665 - NAVALCARNERO","02400 - AGONCILLO (WURTH)","U19E","WURTH ESPAÑA S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109966"
"PP-20-079984","027040001135 Solo estado 17. Sin traza TTM.","1","28-11-20","02704 - TORRE DEL MAR","Internacional Madrid","02704 - TORRE DEL MAR","ECOP","SERADRE MELILLA SLU","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109969"
"PP-20-080000","027049542173 Extraviado(Criterio temporal)","1","28-11-20","02704 - TORRE DEL MAR","Internacional Madrid","02704 - TORRE DEL MAR","ECOP","SERADRE MELILLA SLU","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/109985"
"PP-20-080017","016132948026 Entregado","2","23-12-20","01613 - SARRIA DE TER","02607 - MAJADAHONDA","01613 - SARRIA DE TER","ECOM","MANIA ONLINE, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110002"
"PP-20-080035","006123157735 Entrega parcial","3","18-12-20","00612 - PINEDA DE MAR","02660 - LEGANES","00612 - PINEDA DE MAR","U19E","NATURITAS HOMEVITAL, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110020"
"PP-20-080038","080106633659 Extraviado(Criterio temporal)","1","18-12-20","08010 - SINTRA","02614 - MADRID 28043","02614 - MADRID 28043","U19E","SPB IBERICA SERVICIOS TECNICOS SLU","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110023"
"PP-20-080044","02645A004557 Entregado","1","21-12-20","02645 - ALCORCON","02614 - MADRID 28043","02614 - MADRID 28043","U19E","SPB IBERICA SERVICIOS TECNICOS SLU","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","04-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/110029"
"PP-20-080048","08901A000078 Entregado","1","21-12-20","08901 - AÇORES","02614 - MADRID 28043","02614 - MADRID 28043","AZO","SPB IBERICA SERVICIOS TECNICOS SLU","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","04-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/110033"
"PP-20-080049","02300R001474 Pendiente: RecogidaFinalizada, ,","1","22-12-20","02300 - LLEIDA 25001","01800 - GUADALAJARA","02300 - LLEIDA 25001","U19","FUNDACIO PRIVADA ILERSIS","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110034"
"PP-20-080050","02700A007556 Pendiente: RecogidaFinalizada, ,","1","22-12-20","02700 - MALAGA 29006","02673 - ALCALA HENARES 28802","02614 - MADRID 28043","UBAG19","ALTER SL","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110035"
"PP-20-080053","035023713757 Extraviado(Criterio temporal)","1","15-12-20","03502 - IRUN","01802 - MONDEJAR","03502 - IRUN","UBAG19","COMERCIAL AUTOLUX, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110038"
"PP-20-080056","032101353790 Borrado","1","24-12-20","03210 - PAMPLONA 31008","02614 - MADRID 28043","02614 - MADRID 28043","U19E","SPB IBERICA SERVICIOS TECNICOS SLU","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","29-12-20","","","https://wilsonapp.tech/frontend/partes_perdida/edit/110041"
"PP-20-080123","008001830684 Extraviado(Criterio temporal)","1","16-12-20","00800 - BURGOS","02656 - MADRID 28035","00800 - BURGOS","ECOM","BEER IN BURGOS S.L","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110108"
"PP-20-080136","02614A009546 Extraviado(Criterio temporal)","1","18-12-20","02614 - MADRID 28043","02654 - MADRID 28033","02614 - MADRID 28043","U19E","EMBAJADA REP.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110121"
"PP-20-080175","02637A004077 Pendiente: TransitoInternoEntrega, ,","1","22-12-20","02637 - ARANJUEZ","01802 - MONDEJAR","02637 - ARANJUEZ","U12","SEGUNDO B REAL ESTATE SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110160"
"PP-20-080177","048007320302 Solo estado 17. Sin traza TTM.","1","09-12-20","04800 - PALMA MALLORCA 07014","Internacional Madrid","04800 - PALMA MALLORCA 07014","ECOP","RICHARD GASTON","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110162"
"PP-20-080204","04327A002167 Pendiente: TransitoInternoEntrega, ,","1","22-12-20","04327 - VALENCIA 46022","02665 - NAVALCARNERO","02665 - NAVALCARNERO","UBAG19","SONIA ALEJANDRA","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110189"
"PP-20-080244","002102843873 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","22-12-20","00210 - NOVELDA","01802 - MONDEJAR","00210 - NOVELDA","U19E","TEROL&SERNA ASOCIADOS SL","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110229"
"PP-20-080253","038123657750 Pendiente: TransitoInternoEntrega, AE0700, No recibido","1","22-12-20","03812 - CAMAS","02660 - LEGANES","03812 - CAMAS","ECOM","PULL & BEAR ESPAÑA, S.A.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110238"
"PP-20-080319","005008025408 Extraviado(Criterio temporal)","1","15-12-20","00500 - BADAJOZ","02651 - LAS ROZAS","00500 - BADAJOZ","U19E","CABLEPELADO C.B.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110304"
"PP-20-080349","02643A004254 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","02643 - TORRELODONES","04200 - TOLEDO","02643 - TORRELODONES","UBAG19","FRANCISCO","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110334"
"PP-20-080367","00673A004400 Solo estado 17. Sin traza TTM.","1","18-12-20","00673 - HOSPITALET 08904","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110352"
"PP-20-080499","04318A003806 Extraviado(Criterio temporal)","1","18-12-20","04318 - GANDIA 46702","02648 - PINTO","04318 - GANDIA 46702","ECOM","SEPROINSA S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","29-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110484"
"PP-20-080512","043182276278 Entregado","1","21-12-20","04318 - GANDIA 46702","02646 - VILLAVICIOSA DE ODON","04318 - GANDIA 46702","ECOM","VICKY FOODS PRODUCTS, S.L.U","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","04-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/110497"
"PP-20-080521","026254579097 Extraviado(Criterio temporal)","1","14-12-20","02625 - MADRID 28001","02627 - MADRID 28006","02625 - MADRID 28001","ECOM","SPAPRENDAS SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110506"
"PP-20-080524","043182276100 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","04318 - GANDIA 46702","02636 - FUENLABRADA","04318 - GANDIA 46702","ECOM","CLAVE DENIA, S.A.","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110509"
"PP-20-080568","016010942882 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","01601 - FIGUERES","01802 - MONDEJAR","01601 - FIGUERES","U19E","TAROS TRADE S.L.","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110553"
"PP-20-080621","03822A003927 Extraviado(Criterio temporal)","1","16-12-20","03822 - SEVILLA 41006","02612 - MADRID 28034","03822 - SEVILLA 41006","UBAG19","SADEMP","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110606"
"PP-20-080644","026283289809 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","02628 - MADRID 28028","02622 - MADRID 28003","02628 - MADRID 28028","U14","FROMTHEWORLDWITHLOVE","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110629"
"PP-20-080649","026366940324 Extraviado(Criterio temporal)","1","18-12-20","02636 - FUENLABRADA","02637 - ARANJUEZ","02636 - FUENLABRADA","U19E","FORBESHOES SL","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110634"
"PP-20-080651","026340038208 Entregado","1","21-12-20","02634 - COLLADO-VILLALBA","02672 - MADRID","02634 - COLLADO-VILLALBA","UBAG19","MYBA","Pérdida","En gestión","DPTO SEGURIDAD BARAJAS","0 / 1","29-12-20","","","https://wilsonapp.tech/frontend/partes_perdida/edit/110636"
"PP-20-080665","02608A003363 Extraviado(Criterio temporal)","1","15-12-20","02608 - TRES CANTOS","04207 - QUINTANAR DE LA ORDEN","02608 - TRES CANTOS","UBAG19","ALDAUTO MOTOR S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110650"
"PP-20-080667","005022910496 Entregado","1","23-12-20","00502 - DON BENITO","00900 - CACERES","00502 - DON BENITO","UBAG19","ALFREDO LUENGO LUENGO","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","04-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/110652"
"PP-20-080672","024020642326 Entregado","1","14-12-20","02402 - NAJERA","02614 - MADRID 28043","02402 - NAJERA","U19E","BODEGAS MUGA, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","0 / 1","29-12-20","","","https://wilsonapp.tech/frontend/partes_perdida/edit/110657"
"PP-20-080678","043260788845 Pendiente: TransitoInternoEntrega, ,","1","21-12-20","04326 - VALENCIA 46013","04204 - ILLESCAS","04326 - VALENCIA 46013","U19","STOCK LOGISTIC TRANSPORT S.L","Pérdida","Respuesta info recibida","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110663"
"PP-20-080683","043260788302 Entregado","1","22-12-20","04326 - VALENCIA 46013","01500 - CUENCA","04326 - VALENCIA 46013","ECOM","ZARA ESPAÑA, S.A.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","04-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/110668"
"PP-20-080703","027082058159 Entrega parcial","2","17-12-20","02708 - COIN","01800 - GUADALAJARA","02708 - COIN","U19E","ANDRES JESUS BONILLA RUEDA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110688"
"PP-20-080725","024020642538 Extraviado(Criterio temporal)","1","16-12-20","02402 - NAJERA","02640 - SAN AGUSTIN GUADALIX","02402 - NAJERA","U19E","BODEGAS MUGA, S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110710"
"PP-20-080739","006822488069 Pendiente: RecogidaFinalizada, ,","1","01-01-21","00682 - BARCELONA 08017","02609 - POZUELO ALARCÓN 28223","02602 - TORREJON DE ARDOZ","ECOM","THE SERVICE GROUP PROCEDO","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110724"
"PP-20-080757","028013298678 Pendiente: RecogidaFinalizada, OR0200, Recogida finalizada e","1","23-12-20","02801 - CARTAGENA 30203","Internacional Madrid","02801 - CARTAGENA 30203","SC","WESTINVEST GESELL SHAFT FUR","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","0 / 1","29-12-20","","","https://wilsonapp.tech/frontend/partes_perdida/edit/110742"
"PP-20-080771","01200A006647 Solo estado 17. Sin traza TTM.","1","24-12-20","01200 - CIUDAD REAL","02670 - MADRID 28037","02670 - MADRID 28037","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110756"
"PP-20-080781","026456728293 Extraviado(Criterio temporal)","1","18-12-20","02645 - ALCORCON","04207 - QUINTANAR DE LA ORDEN","02645 - ALCORCON","UBAG19","S. IMPRESION 45270","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110766"
"PP-20-080804","032090968075 Entregado","1","16-12-20","03209 - PAMPLONA 31011","02636 - FUENLABRADA","03209 - PAMPLONA 31011","ECOM","AROCENA SARASOLA JOSE BAUTISTA Y SARASOLA EQU","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","04-01-21","","https://wilsonapp.tech/frontend/partes_perdida/edit/110789"
"PP-20-080810","032090968550 Extraviado(Criterio temporal)","1","18-12-20","03209 - PAMPLONA 31011","02665 - NAVALCARNERO","03209 - PAMPLONA 31011","ECOM","T. PLANET SHOP S.L.","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","29-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110795"
"PP-20-080835","011002483962 Entregado","1","24-12-20","01100 - CASTELLO 12006","00901 - PLASENCIA","01100 - CASTELLO 12006","U19E","INTERNACIONAL VENTUR SA","Pérdida","Cerrada a petición de usuario","DPTO SEGURIDAD BARAJAS","1 / 1","30-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110820"
"PP-20-080854","026415347222 Pendiente: EntregaPendiente, ,","2","23-12-20","02641 - MADRID 28050","02663 - MOSTOLES 28933","02641 - MADRID 28050","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","30-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110839"
"PP-20-080856","026415348957 Pendiente: EntregaPendiente, ,","2","26-12-20","02641 - MADRID 28050","01801 - AZUQUECA DE HENARES","02641 - MADRID 28050","U19E","EL CORTE INGLES SA","Pérdida","Pendiente información","DPTO SEGURIDAD BARAJAS","1 / 1","30-12-20","30-12-20","","https://wilsonapp.tech/frontend/partes_perdida/edit/110841"
